SigAgente;IdeConjUndConsumidoras;DscConjUndConsumidoras;Região
COPEL-DIS;14699;Assaí;Sul
COPEL-DIS;15563;Campo Comprido;Sul
COPEL-DIS;15564;Campina do Siqueira;Sul
COPEL-DIS;15565;Irati;Sul
COPEL-DIS;15567;Santa Felicidade;Sul
COPEL-DIS;15569;Santa Helena;Sul
COPEL-DIS;15570;Medianeira;Sul
COPEL-DIS;15571;Umuarama;Sul
COPEL-DIS;15572;Tamoio;Sul
COPEL-DIS;15573;Uvaranas;Sul
COPEL-DIS;15574;Ponta Grossa Norte;Sul
COPEL-DIS;15575;Vila Yolanda;Sul
COPEL-DIS;15576;Portal;Sul
COPEL-DIS;15577;Foz do Iguaçu;Sul
COPEL-DIS;15578;Xaxim;Sul
COPEL-DIS;15579;Barigui;Sul
COPEL-DIS;15581;Cidade Industrial;Sul
COPEL-DIS;15582;Novo Mundo;Sul
COPEL-DIS;15583;Santa Quitéria;Sul
COPEL-DIS;15584;Tangará;Sul
COPEL-DIS;15585;Arapongas;Sul
COPEL-DIS;15919;Pato Branco;Sul
COPEL-DIS;15920;Parolin;Sul
COPEL-DIS;15921;Sao Jose dos Pinhais;Sul
COPEL-DIS;15922;Taruma;Sul
COPEL-DIS;15923;Atuba;Sul
COPEL-DIS;15924;Araucaria;Sul
COPEL-DIS;15925;Alto da Gloria;Sul
COPEL-DIS;15926;Vila Carli;Sul
COPEL-DIS;15927;Uniao da Vitoria;Sul
COPEL-DIS;15928;Toledo;Sul
COPEL-DIS;15929;Telemaco Borba;Sul
COPEL-DIS;15930;Igapo;Sul
COPEL-DIS;15931;Siqueira Campos;Sul
COPEL-DIS;15932;Palermo;Sul
COPEL-DIS;15933;Jardim Alvorada;Sul
COPEL-DIS;15934;Mandaguari;Sul
COPEL-DIS;15935;Roland Davis;Sul
COPEL-DIS;15936;Jardim Bandeirantes;Sul
COPEL-DIS;15937;Horizonte;Sul
COPEL-DIS;15938;Fazenda Iguacu;Sul
COPEL-DIS;15939;Dois Vizinhos;Sul
COPEL-DIS;15940;Figueira;Sul
COPEL-DIS;15941;Jaguariaiva;Sul
COPEL-DIS;15942;Londrina;Sul
COPEL-DIS;15943;Maringa;Sul
COPEL-DIS;15944;Uberaba;Sul
COPEL-DIS;15945;Alto Parana;Sul
COPEL-DIS;15946;Canteiro Segredo;Sul
COPEL-DIS;15947;Imbituva;Sul
COPEL-DIS;15948;Pilarzinho;Sul
COPEL-DIS;15949;Boqueirao;Sul
COPEL-DIS;15950;Tunas;Sul
COPEL-DIS;15951;Afonso Pena;Sul
COPEL-DIS;15952;Almirante Tamandare;Sul
COPEL-DIS;15953;Arapoti;Sul
COPEL-DIS;15954;Bairro Alto;Sul
COPEL-DIS;15955;Bom Retiro;Sul
COPEL-DIS;15956;Fazenda Rio Grande;Sul
COPEL-DIS;15957;Jardim das Americas;Sul
COPEL-DIS;15958;Distrito Industrial de Telemaco Borba;Sul
COPEL-DIS;15959;Passo do Iguacu;Sul
COPEL-DIS;15960;Prudentopolis;Sul
COPEL-DIS;15961;Semiramis;Sul
COPEL-DIS;15962;Mandacaru;Sul
COPEL-DIS;15963;Nova Esperanca;Sul
COPEL-DIS;15964;Marialva;Sul
COPEL-DIS;15965;Jardim Canada;Sul
COPEL-DIS;15966;Ibaiti;Sul
COPEL-DIS;15967;Chopinzinho;Sul
COPEL-DIS;15968;Concordia;Sul
COPEL-DIS;15969;Bacacheri;Sul
COPEL-DIS;15970;Rio Branco do Sul;Sul
COPEL-DIS;15971;Merces;Sul
COPEL-DIS;15972;Guatupe;Sul
COPEL-DIS;15973;Colombo;Sul
COPEL-DIS;15974;Capanema;Sul
COPEL-DIS;16754;AGUA VERDE;Sul
COPEL-DIS;16755;APUCARANA;Sul
COPEL-DIS;16756;ASSIS CHATEAUBRIAND;Sul
COPEL-DIS;16757;BARBOSA FERRAZ;Sul
COPEL-DIS;16758;BATEL;Sul
COPEL-DIS;16759;BOQUEIRAO;Sul
COPEL-DIS;16760;CAFELANDIA DO OESTE;Sul
COPEL-DIS;16761;CAMBE;Sul
COPEL-DIS;16762;HAUER;Sul
COPEL-DIS;16763;LONDRINA;Sul
COPEL-DIS;16764;MANDAGUARI;Sul
COPEL-DIS;16765;NOVO MUNDO;Sul
COPEL-DIS;16766;PAROLIN;Sul
COPEL-DIS;16767;PINHEIRINHO;Sul
COPEL-DIS;16768;PINHEIROS;Sul
COPEL-DIS;16769;PRAIA DE LESTE;Sul
COPEL-DIS;16770;PRUDENTOPOLIS;Sul
COPEL-DIS;16771;SANTA QUITERIA;Sul
COPEL-DIS;16772;SAO PEDRO DO IVAI;Sul
COPEL-DIS;16773;SITIO CERCADO;Sul
COPEL-DIS;16774;TATUQUARA;Sul
COPEL-DIS;16775;UBERABA;Sul
COPEL-DIS;16776;UBIRATA;Sul
COPEL-DIS;16780;SIQUEIRA CAMPOS;Sul
COPREL;15457;LESTE;Sul
COPREL;15458;OESTE;Sul
COSERN;14060;ACARI;Nordeste
COSERN;14061;AÇU;Nordeste
COSERN;14063;CBOA CICA;Nordeste
COSERN;14064;BREJINHO;Nordeste
COSERN;14065;CEARÁ MIRIM;Nordeste
COSERN;14066;CAICÓ;Nordeste
COSERN;14067;CANGUARETAMA;Nordeste
COSERN;14068;CENTRO;Nordeste
COSERN;14070;C NOVOS;Nordeste
COSERN;14071;DOM MARCOLINO;Nordeste
COSERN;14072;DIX SEPT ROSADO;Nordeste
COSERN;14073;ESTREITO;Nordeste
COSERN;14074;EXTREMOX;Nordeste
COSERN;14076;GOIANINHA;Nordeste
COSERN;14078;GROSSOS;Nordeste
COSERN;14079;IGAPO;Nordeste
COSERN;14080;JOÃO CÂMARA;Nordeste
COSERN;14082;JARD PIRANHAS;Nordeste
COSERN;14083;JIQUI;Nordeste
COSERN;14084;LAGOA NOVA;Nordeste
COSERN;14085;LITORAL SUL;Nordeste
COSERN;14087;MACAIBA;Nordeste
COSERN;14088;MARC VIEIRA;Nordeste
COSERN;14090;MOSSORÓ III;Nordeste
COSERN;14092;NEOPOLIA;Nordeste
COSERN;14093;NATAL;Nordeste
COSERN;14094;PAU FERROS;Nordeste
COSERN;14095;POTENGI;Nordeste
COSERN;14096;PARELHAS;Nordeste
COSERN;14097;PARNAMIRIM;Nordeste
COSERN;14098;PENDENCIA;Nordeste
COSERN;14099;PIPA;Nordeste
COSERN;14100;RIBEIRA;Nordeste
COSERN;14102;SÃO J MIPIBU;Nordeste
COSERN;14103;SÃO MIGUEL;Nordeste
COSERN;14104;SÃO MIGUEL OESTE;Nordeste
COSERN;14105;SANTANA MATOS;Nordeste
COSERN;14107;SERRA VERMELHA;Nordeste
COSERN;14108;SANTA CRUZ;Nordeste
COSERN;14110;VERA CRUZ;Nordeste
COSERN;14111;BARAUNAS;Nordeste
COSERN;14112;PASSAGEM DE AREIA;Nordeste
COSERN;14113;BARROCAS;Nordeste
COSERN;14114;MOSSORÓ I;Nordeste
COSERN;15774;ELOI SOUZA;Nordeste
COSERN;15775;NOVA CRUZ;Nordeste
COSERN;15776;TANGARA;Nordeste
COSERN;15777;LAGOA DANTA;Nordeste
COSERN;15778;SÃO P POTENGI;Nordeste
COSERN;16380;MATO GRANDE;Nordeste
COSERN;16381;ALM AFONSO;Nordeste
COSERN;16382;APODI;Nordeste
COSERN;16383;CARAUBA;Nordeste
COSERN;16384;SALINAS;Nordeste
COSERN;16385;TIBAU;Nordeste
COSERN;16386;JUCURUTU;Nordeste
COSERN;16950;BELO HORIZONTE;Nordeste
COSERN;16951;BARROCAS LITORAL;Nordeste
COSERN;16952;RIACHO DA CRUZ;Nordeste
COSERN;16953;ALM AFONSO;Nordeste
COSERN;16954;PLANALTO;Nordeste
COSERN;16955;PARNAMIRIM;Nordeste
COSERN;16956;SANTO ANTONIO;Nordeste
COSERN;16957;NOVA CRUZ;Nordeste
COSERN;16958;GOIANINHA;Nordeste
COSERN;16959;LAGOA AZUL;Nordeste
COSERN;16960;EXTREMOX;Nordeste
COSERN;16961;ALECRIM;Nordeste
COSERN;16962;CENTRO;Nordeste
COSERN;16963;JOÃO CÂMARA;Nordeste
COSERN;16964;CBOA CICA;Nordeste
COSERN;16965;ITANS;Nordeste
COSERN;16966;CAICÓ;Nordeste
COSERN;16967;SANTANA MATOS;Nordeste
COSERN;16968;C NOVOS;Nordeste
COSERN;16969;JAPECANGA;Nordeste
COSERN;16970;PASSAGEM DE AREIA;Nordeste
COSERN;16971;BREJINHO;Nordeste
COSERN;16972;MOSSORÓ III;Nordeste
COSERN;16973;MOSSORÓ I;Nordeste
COSERN;16981;L NOVA SERIDÓ;Nordeste
COSERN;16982;JARD PIRANHAS;Nordeste
COSERN;16983;PENDENCIA;Nordeste
CPFL JAGUARI;964;PEDREIRA;Sudeste
CPFL JAGUARI;2922;JAGUARIUNA;Sudeste
CPFL JAGUARI;16231;CACONDE;Sudeste
CPFL JAGUARI;16232;CASA BRANCA;Sudeste
CPFL JAGUARI;16233;SÃO JOSÉ;Sudeste
CPFL JAGUARI;16234;MOCOCA;Sudeste
CPFL JAGUARI;16235;MONTE SANTO;Sudeste
CPFL JAGUARI;16236;ARANDÚ;Sudeste
CPFL JAGUARI;16237;AVARÉ;Sudeste
CPFL JAGUARI;16238;BARRA DO JACARÉ;Sudeste
CPFL JAGUARI;16239;BERNARDINO DE CAMPOS;Sudeste
CPFL JAGUARI;16240;CERQUEIRA CÉSAR;Sudeste
CPFL JAGUARI;16241;CHAVANTES;Sudeste
CPFL JAGUARI;16242;HOLAMBRA;Sudeste
CPFL JAGUARI;16243;IPAUSSU;Sudeste
CPFL JAGUARI;16244;ITAÍ;Sudeste
CPFL JAGUARI;16245;JACAREZINHO;Sudeste
CPFL JAGUARI;16246;OURINHOS-A;Sudeste
CPFL JAGUARI;16247;OURINHOS-B;Sudeste
CPFL JAGUARI;16248;PIRAJU;Sudeste
CPFL JAGUARI;16249;RIBEIRÃO CLARO;Sudeste
CPFL JAGUARI;16250;SANTA CRUZ DO RIO PARDO;Sudeste
CPFL JAGUARI;16251;SÃO BERTO;Sudeste
CPFL JAGUARI;16252;SÃO PEDRO DO TURVO;Sudeste
CPFL JAGUARI;16253;SARUTAIÁ;Sudeste
CPFL JAGUARI;16254;TAGUAÍ;Sudeste
CPFL JAGUARI;16255;TAQUARAS;Sudeste
CPFL JAGUARI;16256;TAQUARITUBA;Sudeste
CPFL JAGUARI;16257;TIMBURI;Sudeste
CPFL JAGUARI;16258;ITAPETININGA1;Sudeste
CPFL JAGUARI;16259;ITAPETININGA2;Sudeste
CPFL JAGUARI;16260;TROPEIROS;Sudeste
CPFL JAGUARI;16725;AGUAS DE SANTA BARBARA 1 - SÃO BERTO;Sudeste
CPFL JAGUARI;16726;AVARE 1;Sudeste
CPFL JAGUARI;16727;CHAVANTES 1;Sudeste
CPFL JAGUARI;16728;ITAI 1;Sudeste
CPFL JAGUARI;16729;JACAREZINHO 1;Sudeste
CPFL JAGUARI;16730;PIRAJU 1;Sudeste
CPFL JAGUARI;16731;SANTA CRUZ DO RIO PARDO 1;Sudeste
CPFL JAGUARI;16732;TAQUARITUBA 1;Sudeste
CPFL-PAULISTA;13787;Pinhal 1;Sudeste
CPFL-PAULISTA;13788;Itapira 1;Sudeste
CPFL-PAULISTA;13789;Itapira 2-Prados;Sudeste
CPFL-PAULISTA;13790;Lindoia 1;Sudeste
CPFL-PAULISTA;13791;Serra Negra 1;Sudeste
CPFL-PAULISTA;13792;Socorro 1;Sudeste
CPFL-PAULISTA;13793;Nova Odessa 1;Sudeste
CPFL-PAULISTA;13796;Itatiba 2-Cruzeiro;Sudeste
CPFL-PAULISTA;13797;Itatiba 3-Colonial;Sudeste
CPFL-PAULISTA;13799;Campinas 2-Souzas;Sudeste
CPFL-PAULISTA;13800;Campinas 9-Paineiras;Sudeste
CPFL-PAULISTA;13802;Valinhos 1;Sudeste
CPFL-PAULISTA;13805;Campinas 3-Trevo;Sudeste
CPFL-PAULISTA;13806;Campinas 8-Viracopos;Sudeste
CPFL-PAULISTA;13807;Campinas 6-Taquaral;Sudeste
CPFL-PAULISTA;13808;Campinas 1-Centro;Sudeste
